Unnamed: 0,Name,ID,DOI,Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,index,First_Name_OpenAlex,Last_Name_OpenAlex,First_Name_Scopus,Last_Name_Scopus
52109,Rosario A. Gerhardt,https://openalex.org/A5016772104,10.1007/s10853-020-05498-2,"Gerhardt, Rosario A.",7006403508,207,"['Materials Science', 'Engineering', 'Physics and Astronomy', 'Chemistry', 'Chemical Engineering', 'Energy', 'Biochemistry, Genetics and Molecular Biology', 'Social Sciences', 'Computer Science', 'Earth and Planetary Sciences', 'Mathematics', 'Psychology', 'Business, Management and Accounting']",0000-0001-8774-0842,118,Rosario A.,Gerhardt, Rosario A.,Gerhardt
52081,Rosario A. Gerhardt,https://openalex.org/A5016772104,10.1063/5.0065112,"Gerhardt, Rosario A.",7006403508,207,"['Materials Science', 'Engineering', 'Physics and Astronomy', 'Chemistry', 'Chemical Engineering', 'Energy', 'Biochemistry, Genetics and Molecular Biology', 'Social Sciences', 'Computer Science', 'Earth and Planetary Sciences', 'Mathematics', 'Psychology', 'Business, Management and Accounting']",0000-0001-8774-0842,118,Rosario A.,Gerhardt, Rosario A.,Gerhardt
52125,Rosario A. Gerhardt,https://openalex.org/A5016772104,10.1080/13611267.2019.1649921,"Gerhardt, Rosario A.",7006403508,207,"['Materials Science', 'Engineering', 'Physics and Astronomy', 'Chemistry', 'Chemical Engineering', 'Energy', 'Biochemistry, Genetics and Molecular Biology', 'Social Sciences', 'Computer Science', 'Earth and Planetary Sciences', 'Mathematics', 'Psychology', 'Business, Management and Accounting']",0000-0001-8774-0842,118,Rosario A.,Gerhardt, Rosario A.,Gerhardt
55144,Terry L. Maple,https://openalex.org/A5014149537,10.1080/10888705.2012.709116,"Maple, Terry L.",7003805204,146,"['Agricultural and Biological Sciences', 'Veterinary', 'Psychology', 'Environmental Science', 'Social Sciences', 'Neuroscience', 'Biochemistry, Genetics and Molecular Biology', 'Business, Management and Accounting', 'Arts and Humanities', 'Engineering', 'Multidisciplinary', 'Economics, Econometrics and Finance', 'Medicine']",0000-0002-0113-3062,244,Terry L.,Maple, Terry L.,Maple
56512,Duen Horng Chau,https://openalex.org/A5020153026,10.1145/3491232,"Chau, Duen Horng Polo",14035167900,154,"['Computer Science', 'Engineering', 'Mathematics', 'Medicine', 'Decision Sciences', 'Social Sciences', 'Business, Management and Accounting', 'Arts and Humanities', 'Earth and Planetary Sciences']",0000-0001-9824-3323,223,Duen Horng,Chau, Duen Horng Polo,Chau
107655,Yanhui Yuan,https://openalex.org/A5023351340,10.1007/s11051-008-9500-2,"Yuan, Yanhui",24825799400,16,"['Chemical Engineering', 'Physics and Astronomy', 'Chemistry', 'Environmental Science', 'Mathematics', 'Engineering', 'Materials Science', 'Energy', 'Biochemistry, Genetics and Molecular Biology']",0000-0001-9583-2261,2201,Yanhui,Yuan, Yanhui,Yuan
107661,Yanhui Yuan,https://openalex.org/A5023351340,10.1063/1.3354094,"Yuan, Yanhui",24825799400,16,"['Chemical Engineering', 'Physics and Astronomy', 'Chemistry', 'Environmental Science', 'Mathematics', 'Engineering', 'Materials Science', 'Energy', 'Biochemistry, Genetics and Molecular Biology']",0000-0001-9583-2261,2201,Yanhui,Yuan, Yanhui,Yuan
107665,Yanhui Yuan,https://openalex.org/A5023351340,10.1007/s11051-009-9716-9,"Yuan, Yanhui",24825799400,16,"['Chemical Engineering', 'Physics and Astronomy', 'Chemistry', 'Environmental Science', 'Mathematics', 'Engineering', 'Materials Science', 'Energy', 'Biochemistry, Genetics and Molecular Biology']",0000-0001-9583-2261,2201,Yanhui,Yuan, Yanhui,Yuan
107663,Yanhui Yuan,https://openalex.org/A5023351340,10.1002/aic.12228,"Yuan, Yanhui",24825799400,16,"['Chemical Engineering', 'Physics and Astronomy', 'Chemistry', 'Environmental Science', 'Mathematics', 'Engineering', 'Materials Science', 'Energy', 'Biochemistry, Genetics and Molecular Biology']",0000-0001-9583-2261,2201,Yanhui,Yuan, Yanhui,Yuan
107659,Yanhui Yuan,https://openalex.org/A5023351340,10.1063/1.3330506,"Yuan, Yanhui",24825799400,16,"['Chemical Engineering', 'Physics and Astronomy', 'Chemistry', 'Environmental Science', 'Mathematics', 'Engineering', 'Materials Science', 'Energy', 'Biochemistry, Genetics and Molecular Biology']",0000-0001-9583-2261,2201,Yanhui,Yuan, Yanhui,Yuan
52133,Rosario A. Gerhardt,https://openalex.org/A5016772104,10.1088/2053-1591/ab67fd,"Gerhardt, Rosario A.",7006403508,207,"['Materials Science', 'Engineering', 'Physics and Astronomy', 'Chemistry', 'Chemical Engineering', 'Energy', 'Biochemistry, Genetics and Molecular Biology', 'Social Sciences', 'Computer Science', 'Earth and Planetary Sciences', 'Mathematics', 'Psychology', 'Business, Management and Accounting']",0000-0001-8774-0842,118,Rosario A.,Gerhardt, Rosario A.,Gerhardt
52019,Rosario A. Gerhardt,https://openalex.org/A5016772104,10.3390/jcs4030100,"Gerhardt, Rosario A.",7006403508,207,"['Materials Science', 'Engineering', 'Physics and Astronomy', 'Chemistry', 'Chemical Engineering', 'Energy', 'Biochemistry, Genetics and Molecular Biology', 'Social Sciences', 'Computer Science', 'Earth and Planetary Sciences', 'Mathematics', 'Psychology', 'Business, Management and Accounting']",0000-0001-8774-0842,118,Rosario A.,Gerhardt, Rosario A.,Gerhardt
52069,Rosario A. Gerhardt,https://openalex.org/A5016772104,10.12783/asc34/31389,"Gerhardt, Rosario A.",7006403508,207,"['Materials Science', 'Engineering', 'Physics and Astronomy', 'Chemistry', 'Chemical Engineering', 'Energy', 'Biochemistry, Genetics and Molecular Biology', 'Social Sciences', 'Computer Science', 'Earth and Planetary Sciences', 'Mathematics', 'Psychology', 'Business, Management and Accounting']",0000-0001-8774-0842,118,Rosario A.,Gerhardt, Rosario A.,Gerhardt
57734,Minoru Shinohara,https://openalex.org/A5030446970,10.1016/j.jelekin.2011.09.011,"Shinohara, Minoru",7201444943,91,"['Medicine', 'Biochemistry, Genetics and Molecular Biology', 'Computer Science', 'Health Professions', 'Neuroscience', 'Engineering', 'Social Sciences', 'Environmental Science', 'Mathematics', 'Psychology', 'Arts and Humanities']",0000-0002-9260-0366,477,Minoru,Shinohara, Minoru,Shinohara
57725,Minoru Shinohara,https://openalex.org/A5030446970,10.1007/s00221-019-05700-1,"Shinohara, Minoru",7201444943,91,"['Medicine', 'Biochemistry, Genetics and Molecular Biology', 'Computer Science', 'Health Professions', 'Neuroscience', 'Engineering', 'Social Sciences', 'Environmental Science', 'Mathematics', 'Psychology', 'Arts and Humanities']",0000-0002-9260-0366,477,Minoru,Shinohara, Minoru,Shinohara
70292,Jennifer B. Glass,https://openalex.org/A5039593835,10.1089/ast.2021.0078,"Glass, Jennifer B.",26425068400,56,"['Medicine', 'Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology', 'Earth and Planetary Sciences', 'Environmental Science', 'Immunology and Microbiology', 'Chemistry', 'Engineering', 'Physics and Astronomy', 'Chemical Engineering', 'Multidisciplinary', 'Materials Science', 'Neuroscience']",0000-0003-0775-2486,752,Jennifer B.,Glass, Jennifer B.,Glass
5243,M G Finn,https://openalex.org/A5059715436,10.1002/adma.202300954,"Finn, M. G.",57225338087,11,"['Medicine', 'Materials Science', 'Engineering', 'Physics and Astronomy', 'Chemical Engineering', 'Multidisciplinary', 'Chemistry', 'Biochemistry, Genetics and Molecular Biology']",0000-0001-8247-3108,2945,M G,Finn, M. G.,Finn
5248,M G Finn,https://openalex.org/A5059715436,10.1093/jat/bkaa181,"Finn, M. G.",57225338087,11,"['Medicine', 'Materials Science', 'Engineering', 'Physics and Astronomy', 'Chemical Engineering', 'Multidisciplinary', 'Chemistry', 'Biochemistry, Genetics and Molecular Biology']",0000-0001-8247-3108,2945,M G,Finn, M. G.,Finn
52419,Facundo M. Fernández,https://openalex.org/A5039977060,10.1007/s13361-016-1388-y,"Fernández, Facundo M.",7401589166,219,"['Chemistry', 'Medicine', 'Biochemistry, Genetics and Molecular Biology', 'Environmental Science', 'Materials Science', 'Chemical Engineering', 'Immunology and Microbiology', 'Agricultural and Biological Sciences', 'Physics and Astronomy', 'Multidisciplinary', 'Pharmacology, Toxicology and Pharmaceutics', 'Engineering', 'Earth and Planetary Sciences', 'Computer Science', 'Neuroscience', 'Mathematics', 'Health Professions']",0000-0002-0302-2534,109,Facundo M.,Fernández, Facundo M.,Fernández
52433,Facundo M. Fernández,https://openalex.org/A5039977060,10.1007/s13361-016-1354-8,"Fernández, Facundo M.",7401589166,219,"['Chemistry', 'Medicine', 'Biochemistry, Genetics and Molecular Biology', 'Environmental Science', 'Materials Science', 'Chemical Engineering', 'Immunology and Microbiology', 'Agricultural and Biological Sciences', 'Physics and Astronomy', 'Multidisciplinary', 'Pharmacology, Toxicology and Pharmaceutics', 'Engineering', 'Earth and Planetary Sciences', 'Computer Science', 'Neuroscience', 'Mathematics', 'Health Professions']",0000-0002-0302-2534,109,Facundo M.,Fernández, Facundo M.,Fernández
52492,Facundo M. Fernández,https://openalex.org/A5039977060,10.1002/rcm.7119,"Fernández, Facundo M.",7401589166,219,"['Chemistry', 'Medicine', 'Biochemistry, Genetics and Molecular Biology', 'Environmental Science', 'Materials Science', 'Chemical Engineering', 'Immunology and Microbiology', 'Agricultural and Biological Sciences', 'Physics and Astronomy', 'Multidisciplinary', 'Pharmacology, Toxicology and Pharmaceutics', 'Engineering', 'Earth and Planetary Sciences', 'Computer Science', 'Neuroscience', 'Mathematics', 'Health Professions']",0000-0002-0302-2534,109,Facundo M.,Fernández, Facundo M.,Fernández
86429,Stephen N. Crooke,https://openalex.org/A5034907714,10.1021/acs.biomac.3c00178,"Crooke, Stephen N.",35423408300,20,"['Biochemistry, Genetics and Molecular Biology', 'Medicine', 'Materials Science', 'Chemistry', 'Immunology and Microbiology', 'Veterinary', 'Pharmacology, Toxicology and Pharmaceutics', 'Engineering', 'Chemical Engineering', 'Multidisciplinary']",0000-0002-4711-5767,1756,Stephen N.,Crooke, Stephen N.,Crooke
68627,Faisal M. Alamgir,https://openalex.org/A5041107674,10.1016/j.jcat.2015.01.015,"Alamgir, Faisal M.",55886941000,90,"['Materials Science', 'Chemistry', 'Physics and Astronomy', 'Energy', 'Engineering', 'Chemical Engineering', 'Environmental Science', 'Biochemistry, Genetics and Molecular Biology', 'Computer Science', 'Medicine', 'Mathematics', 'Earth and Planetary Sciences', 'Multidisciplinary']",0000-0002-0894-8096,478,Faisal M.,Alamgir, Faisal M.,Alamgir
52002,Rosario A. Gerhardt,https://openalex.org/A5016772104,10.1016/j.polymer.2011.12.050,"Gerhardt, Rosario A.",7006403508,207,"['Materials Science', 'Engineering', 'Physics and Astronomy', 'Chemistry', 'Chemical Engineering', 'Energy', 'Biochemistry, Genetics and Molecular Biology', 'Social Sciences', 'Computer Science', 'Earth and Planetary Sciences', 'Mathematics', 'Psychology', 'Business, Management and Accounting']",0000-0001-8774-0842,118,Rosario A.,Gerhardt, Rosario A.,Gerhardt
40317,Patricia L. Mokhtarian,https://openalex.org/A5019060426,10.1016/j.trf.2020.12.006,"Mokhtarian, Patricia Lyon",7005183095,199,"['Social Sciences', 'Engineering', 'Environmental Science', 'Decision Sciences', 'Business, Management and Accounting', 'Economics, Econometrics and Finance', 'Mathematics', 'Earth and Planetary Sciences', 'Psychology', 'Computer Science', 'Medicine', 'Energy', 'Nursing', 'Biochemistry, Genetics and Molecular Biology', 'Agricultural and Biological Sciences']",0000-0001-7104-499X,132,Patricia L.,Mokhtarian, Patricia Lyon,Mokhtarian
40344,Patricia L. Mokhtarian,https://openalex.org/A5019060426,10.1177/0361198119854084,"Mokhtarian, Patricia Lyon",7005183095,199,"['Social Sciences', 'Engineering', 'Environmental Science', 'Decision Sciences', 'Business, Management and Accounting', 'Economics, Econometrics and Finance', 'Mathematics', 'Earth and Planetary Sciences', 'Psychology', 'Computer Science', 'Medicine', 'Energy', 'Nursing', 'Biochemistry, Genetics and Molecular Biology', 'Agricultural and Biological Sciences']",0000-0001-7104-499X,132,Patricia L.,Mokhtarian, Patricia Lyon,Mokhtarian
109018,Krishna C. Jayachandrababu,https://openalex.org/A5090316561,10.1002/aic.17375,"Jayachandrababu, Krishna C.",55821731100,12,"['Chemical Engineering', 'Chemistry', 'Materials Science', 'Energy', 'Biochemistry, Genetics and Molecular Biology', 'Environmental Science', 'Physics and Astronomy', 'Engineering']",0000-0002-5722-5580,2745,Krishna C.,Jayachandrababu, Krishna C.,Jayachandrababu
109014,Krishna C. Jayachandrababu,https://openalex.org/A5090316561,10.1016/j.seppur.2019.01.030,"Jayachandrababu, Krishna C.",55821731100,12,"['Chemical Engineering', 'Chemistry', 'Materials Science', 'Energy', 'Biochemistry, Genetics and Molecular Biology', 'Environmental Science', 'Physics and Astronomy', 'Engineering']",0000-0002-5722-5580,2745,Krishna C.,Jayachandrababu, Krishna C.,Jayachandrababu
111419,Jin-Yeon Kim,https://openalex.org/A5022608701,10.1063/1.4716391,"Kim, Jin-yeon",36012934600,176,"['Physics and Astronomy', 'Engineering', 'Materials Science', 'Computer Science', 'Mathematics', 'Arts and Humanities', 'Energy', 'Earth and Planetary Sciences', 'Medicine', 'Environmental Science']",0000-0002-5518-0032,175,Jin-Yeon,Kim, Jin-yeon,Kim
7425,Jiyao Yu,https://openalex.org/A5055541089,10.1021/jacs.8b13731,"Yu, Jiyao",57191746768,5,"['Chemistry', 'Chemical Engineering', 'Biochemistry, Genetics and Molecular Biology', 'Medicine']",0000-0002-7353-2855,6247,Jiyao,Yu, Jiyao,Yu
7427,Jiyao Yu,https://openalex.org/A5055541089,10.1021/acs.inorgchem.2c03524,"Yu, Jiyao",57191746768,5,"['Chemistry', 'Chemical Engineering', 'Biochemistry, Genetics and Molecular Biology', 'Medicine']",0000-0002-7353-2855,6247,Jiyao,Yu, Jiyao,Yu
7428,Jiyao Yu,https://openalex.org/A5055541089,10.1007/978-981-15-0557-7_18,"Yu, Jiyao",57191746768,5,"['Chemistry', 'Chemical Engineering', 'Biochemistry, Genetics and Molecular Biology', 'Medicine']",0000-0002-7353-2855,6247,Jiyao,Yu, Jiyao,Yu
7431,Jiyao Yu,https://openalex.org/A5055541089,10.1039/c7qo00026j,"Yu, Jiyao",57191746768,5,"['Chemistry', 'Chemical Engineering', 'Biochemistry, Genetics and Molecular Biology', 'Medicine']",0000-0002-7353-2855,6247,Jiyao,Yu, Jiyao,Yu
7433,Jiyao Yu,https://openalex.org/A5055541089,10.1002/anie.201607292,"Yu, Jiyao",57191746768,5,"['Chemistry', 'Chemical Engineering', 'Biochemistry, Genetics and Molecular Biology', 'Medicine']",0000-0002-7353-2855,6247,Jiyao,Yu, Jiyao,Yu
109016,Krishna C. Jayachandrababu,https://openalex.org/A5090316561,10.1021/acs.chemmater.8b01394,"Jayachandrababu, Krishna C.",55821731100,12,"['Chemical Engineering', 'Chemistry', 'Materials Science', 'Energy', 'Biochemistry, Genetics and Molecular Biology', 'Environmental Science', 'Physics and Astronomy', 'Engineering']",0000-0002-5722-5580,2745,Krishna C.,Jayachandrababu, Krishna C.,Jayachandrababu
10411,Aurelia Wang,https://openalex.org/A5070356639,10.1016/j.nanoen.2020.104579,"Wang, Aurelia Chi",24482830300,45,"['Materials Science', 'Engineering', 'Chemistry', 'Physics and Astronomy', 'Energy', 'Environmental Science', 'Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Social Sciences', 'Agricultural and Biological Sciences']",0000-0002-2564-7615,905,Aurelia,Wang, Aurelia Chi,Wang
61468,Richard Vuduc,https://openalex.org/A5087812573,10.1145/3332466.3374533,"Vuduc, Richard W.",8629966900,141,"['Computer Science', 'Mathematics', 'Engineering', 'Decision Sciences', 'Biochemistry, Genetics and Molecular Biology', 'Business, Management and Accounting', 'Earth and Planetary Sciences', 'Medicine', 'Psychology', 'Physics and Astronomy', 'Neuroscience']",0000-0003-2178-138X,258,Richard,Vuduc, Richard W.,Vuduc
8829,R.J. Butera,https://openalex.org/A5016077257,10.1109/iembs.2005.1615421,"Butera, Robert J.",7006677825,113,"['Neuroscience', 'Engineering', 'Biochemistry, Genetics and Molecular Biology', 'Computer Science', 'Materials Science', 'Medicine', 'Chemistry', 'Chemical Engineering', 'Physics and Astronomy', 'Mathematics', 'Environmental Science', 'Multidisciplinary', 'Agricultural and Biological Sciences', 'Energy', 'Business, Management and Accounting', 'Arts and Humanities', 'Nursing', 'Social Sciences']",0000-0002-1806-0621,364,R.J.,Butera, Robert J.,Butera
